id,cloud provider,Total Ram,Total CPU,Total Disk Space (GB),Cpu Utilization,Network Latency (milliseconds),Cost Per Year ($),Average IOPS,classification
1465,On-prem,1,1,8,43.84,249,129.8,730,underutilized
1466,GCP,16,4,16,41.9,123,891.6,987,underutilized
1467,On-prem,4,2,8,92.96,213,260.4,993,overutilized
1468,On-prem,16,8,16,43.79,268,848.6,1004,underutilized
1469,AWS,1,1,8,47.69,128,161.8,670,underutilized
1470,AWS,8,1,8,77.88,49,448.8,796,optimal
1471,AWS,4,2,8,52.54,112,324,812,underutilized
1472,GCP,1,1,8,87.3,64,162.2,951,overutilized
1473,GCP,64,16,32,77,119,3325.4,1460,optimal
1474,On-prem,16,4,16,74.17,254,717.4,1033,optimal
1475,AWS,1,1,8,85.14,147,163.2,694,overutilized
1476,GCP,2,1,8,51.32,66,203.4,941,underutilized
1477,AWS,2,1,8,91.91,98,203.6,719,overutilized
1478,GCP,4,1,8,93.83,43,283,668,overutilized
1479,AWS,2,1,8,87.81,90,202,902,overutilized
1480,On-prem,2,1,8,69.37,222,161.8,942,optimal
1481,AWS,4,2,8,44.9,122,325.4,668,underutilized
1482,AWS,8,1,8,72.9,119,445.4,1029,optimal
1483,AWS,1,1,8,70.96,75,162.2,934,optimal
1484,AWS,2,1,8,66.75,40,202.6,941,optimal
1485,GCP,2,1,8,72.37,101,204,701,optimal
1486,AWS,64,16,32,89.33,80,3313.4,1546,overutilized
1487,AWS,32,16,16,97.73,65,2037.8,1306,overutilized
1488,AWS,4,1,8,51.56,100,283.4,818,underutilized
1489,AWS,16,8,16,52.11,121,1050.8,1011,underutilized
1490,GCP,8,2,8,90.1,51,487.2,734,overutilized
1491,AWS,8,2,8,61.72,88,488.4,918,optimal
1492,On-prem,1,1,8,97.79,235,130,766,overutilized
1493,AWS,1,1,8,47.46,122,161.6,785,underutilized
1494,GCP,64,16,32,75.02,92,3315.4,1567,optimal
1495,On-prem,1,1,8,42.34,173,129.6,787,underutilized
1496,AWS,64,16,32,76.75,149,3328,1521,overutilized
1497,AWS,8,1,8,61.01,128,447.2,780,optimal
1498,On-prem,4,1,8,83.78,251,226.6,867,overutilized
1499,AWS,2,1,8,75.05,80,202.8,889,optimal
1500,GCP,8,1,8,84.92,43,446.4,918,overutilized
1501,AWS,64,16,32,91.01,112,3325,1697,overutilized
1502,AWS,1,1,8,89.24,59,161.8,670,overutilized
1503,AWS,1,1,8,86.91,83,161.6,917,overutilized
1504,AWS,16,8,16,78.63,106,1051.4,1071,optimal
1505,AWS,16,4,16,93.6,125,889.4,1085,overutilized
1506,AWS,2,1,8,73.96,78,202,767,optimal
1507,GCP,2,1,8,73.15,70,202,743,optimal
1508,On-prem,8,2,8,61.24,200,391.6,872,optimal
1509,AWS,16,8,16,45.65,98,1057.8,1138,underutilized
1510,GCP,16,4,16,94.17,147,888.8,1141,overutilized
1511,On-prem,4,1,8,85.27,57,228,803,overutilized
1512,On-prem,4,2,8,44.78,232,260,775,underutilized
1513,GCP,64,16,32,85.62,96,3335,1754,overutilized
1514,AWS,16,4,16,92.49,134,892,967,overutilized
1515,GCP,4,1,8,84.41,137,284.6,853,overutilized
1516,On-prem,2,1,8,64.82,263,163.2,716,optimal
1517,On-prem,1,1,8,60.47,260,130.6,651,optimal
1518,GCP,1,1,8,90.48,44,162.4,790,overutilized
1519,AWS,1,1,8,93.64,72,162,822,overutilized
1520,GCP,32,16,16,90.44,58,2028.8,1272,overutilized
1521,On-prem,16,4,16,91.07,194,712,1122,overutilized
1522,GCP,2,1,8,63.84,134,204,939,optimal
1523,AWS,32,16,16,74.53,43,2031.6,1024,optimal
1524,AWS,64,16,32,56.83,97,3337,1684,underutilized
1525,AWS,8,1,8,75.4,149,445.8,712,overutilized
1526,GCP,4,1,8,59.22,85,285.6,795,underutilized
1527,GCP,1,1,8,68.91,83,162,874,optimal
1528,GCP,16,4,16,40.42,83,892.6,921,underutilized
1529,AWS,4,2,8,66.27,83,324.6,737,optimal
1530,GCP,32,16,16,79.87,109,2033.8,1191,optimal
1531,AWS,4,1,8,49.56,78,285.4,731,underutilized
1532,AWS,16,4,16,58.99,49,892.8,870,underutilized
1533,AWS,16,8,16,67.98,131,1052.2,1074,optimal
1534,GCP,1,1,8,50.45,43,162.6,650,underutilized
1535,GCP,4,1,8,94.82,89,284.6,676,overutilized
1536,On-prem,16,4,16,84.5,260,711.8,886,overutilized
1537,AWS,1,1,8,41.56,141,163,947,overutilized
1538,GCP,32,16,16,64.1,123,2022,1187,optimal
1539,On-prem,1,1,8,45.85,85,129.4,656,underutilized
1540,AWS,32,16,16,74.91,99,2020.2,1351,optimal
1541,AWS,32,16,16,60.9,69,2021,1369,optimal
1542,GCP,16,8,16,50.33,92,1057.6,920,underutilized
1543,AWS,1,1,8,45.43,57,162.8,788,underutilized
1544,GCP,8,1,8,79.18,85,447.4,994,optimal
1545,AWS,32,16,16,48.53,75,2038.4,1107,underutilized
1546,AWS,2,1,8,89.05,129,204,676,overutilized
1547,AWS,8,1,8,46.42,50,446.4,909,underutilized
1548,On-prem,16,8,16,88.23,73,844.4,1098,overutilized
1549,GCP,64,16,32,80.25,125,3329.8,1325,overutilized
1550,AWS,32,16,16,81.96,75,2023,935,overutilized
1551,GCP,8,2,8,81.2,41,488.4,783,overutilized
1552,AWS,1,1,8,40.55,102,162.2,686,underutilized
1553,AWS,2,1,8,55.38,92,204,859,underutilized
1554,On-prem,32,16,16,65.8,51,1626.6,1264,optimal
1555,AWS,32,16,16,49.62,48,2034,1362,underutilized
1556,On-prem,2,1,8,63.08,300,162.4,695,overutilized
1557,AWS,8,1,8,91.26,105,447.6,1032,overutilized
1558,GCP,4,2,8,84.77,131,325,709,overutilized
1559,AWS,32,16,16,75.76,71,2023,1299,optimal
1560,On-prem,64,16,32,90.69,88,2658.8,1769,overutilized
1561,AWS,8,2,8,84.98,89,487,842,overutilized
1562,On-prem,4,1,8,65.64,254,227,930,optimal
1563,On-prem,8,1,8,90.13,266,357.4,943,overutilized
1564,AWS,16,8,16,62.79,98,1051.8,1019,optimal
1565,AWS,1,1,8,54.23,54,162.6,884,underutilized
1566,GCP,32,16,16,65.84,47,2022.6,1317,optimal
1567,On-prem,2,1,8,94.89,258,162.8,672,overutilized
1568,On-prem,64,16,32,92.03,58,2656.6,1288,overutilized
1569,GCP,4,1,8,56.43,126,284.2,756,underutilized
1570,AWS,4,2,8,56.39,45,325.6,893,underutilized
1571,GCP,1,1,8,78.21,97,163,814,optimal
1572,GCP,1,1,8,48.37,72,162.8,899,underutilized
1573,On-prem,2,1,8,70.45,269,162.2,761,optimal
1574,On-prem,16,4,16,67.36,89,713.8,857,optimal
1575,AWS,16,8,16,89.52,91,1057.2,792,overutilized
1576,GCP,64,16,32,84.14,89,3317.8,1513,overutilized
1577,GCP,2,1,8,90.37,135,202.2,822,overutilized
1578,GCP,1,1,8,75.42,61,161.8,889,optimal
1579,GCP,16,4,16,75.29,131,892.8,804,optimal
1580,AWS,2,1,8,83.35,91,202.6,929,overutilized
1581,AWS,2,1,8,57.22,100,203,955,underutilized
1582,AWS,32,16,16,83.54,127,2034.6,942,overutilized
1583,AWS,64,16,32,70.46,51,3329.2,1368,optimal
1584,On-prem,64,16,32,40.56,64,2663.8,1406,underutilized
1585,AWS,2,1,8,94.44,143,203.2,744,overutilized
1586,GCP,4,2,8,49.36,91,323.6,836,underutilized
1587,On-prem,16,4,16,75.83,274,717.8,1000,optimal
1588,AWS,8,1,8,88.58,76,447.6,1006,overutilized
1589,AWS,4,2,8,59.61,47,325,993,underutilized
1590,AWS,8,2,8,87.96,87,488.2,820,overutilized
1591,GCP,32,16,16,42.48,92,2039.6,1037,underutilized
1592,GCP,4,2,8,56.94,110,325,951,underutilized
1593,AWS,8,1,8,65.83,105,446.2,717,optimal
1594,AWS,1,1,8,62.94,48,163.2,949,optimal
1595,AWS,32,16,16,52.27,123,2040,1029,underutilized
1596,GCP,4,2,8,67,71,323.6,740,optimal
1597,AWS,64,16,32,48.32,133,3345,1505,underutilized
1598,AWS,32,16,16,83.6,47,2025.8,1337,overutilized
1599,AWS,32,16,16,77.29,144,2034.2,1039,overutilized
1600,AWS,32,16,16,83.13,87,2030.8,941,overutilized
1601,GCP,32,16,16,46.23,67,2039.6,1372,underutilized
1602,AWS,64,16,32,70.3,56,3317.4,1312,optimal
1603,AWS,64,16,32,78.64,41,3334.2,1487,optimal
1604,AWS,32,16,16,45.68,147,2021.6,1246,overutilized
1605,AWS,1,1,8,88.73,98,161.8,959,overutilized
1606,AWS,32,16,16,90.92,107,2027.2,1072,overutilized
1607,AWS,16,8,16,87.61,147,1059,1034,overutilized
1608,GCP,1,1,8,57.71,143,161.8,899,overutilized
1609,AWS,32,16,16,88.43,118,2022,1218,overutilized
1610,AWS,2,1,8,47,104,203.6,881,underutilized
1611,GCP,16,8,16,63.68,95,1051.6,893,optimal
1612,AWS,64,16,32,42.5,132,3331.2,1733,overutilized
1613,AWS,64,16,32,70.8,76,3333.4,1442,optimal
1614,On-prem,1,1,8,64.37,146,129.8,768,optimal
1615,AWS,16,8,16,48.16,118,1055,995,underutilized
1616,On-prem,64,16,32,50.91,200,2664.8,1396,underutilized
1617,AWS,64,16,32,74.76,78,3325,1436,optimal
1618,GCP,8,2,8,46.61,84,488.4,830,underutilized
1619,AWS,4,1,8,72.35,140,284.6,747,optimal
1620,AWS,16,4,16,41.95,79,888.8,781,underutilized
1621,AWS,8,1,8,79.98,150,445.2,849,overutilized
1622,AWS,8,2,8,52.48,93,489.4,882,underutilized
1623,AWS,64,16,32,72.93,78,3327.8,1241,optimal
1624,GCP,1,1,8,60.87,97,162.8,815,optimal
1625,AWS,16,4,16,82.64,73,892.8,969,overutilized
1626,On-prem,8,2,8,56.03,179,388.8,754,underutilized
1627,On-prem,8,2,8,72.43,184,389.4,744,optimal
1628,GCP,64,16,32,50.56,144,3322.2,1764,overutilized
1629,GCP,64,16,32,88.18,84,3328.2,1668,overutilized
1630,AWS,2,1,8,79.45,85,203,651,optimal
1631,AWS,2,1,8,78.82,53,203,681,optimal
1632,GCP,64,16,32,76.41,87,3314,1769,overutilized
1633,AWS,2,1,8,89.73,140,203.8,705,overutilized
1634,GCP,2,1,8,57.2,132,202.4,963,underutilized
1635,AWS,1,1,8,92.07,56,162,802,overutilized
1636,GCP,1,1,8,86.11,121,162.8,865,overutilized
1637,On-prem,1,1,8,50.62,50,129.6,788,underutilized
1638,AWS,64,16,32,53.03,137,3331.2,1366,underutilized
1639,GCP,32,16,16,60.82,42,2037,952,optimal
1640,AWS,16,4,16,74.34,70,889.8,890,optimal
1641,AWS,64,16,32,76.77,122,3331.2,1438,optimal
1642,AWS,16,8,16,74.46,107,1053.4,1140,optimal
1643,AWS,2,1,8,84.66,98,204,913,overutilized
1644,AWS,4,2,8,95.84,136,325,850,overutilized
1645,GCP,4,2,8,47.01,55,325.8,932,underutilized
1646,GCP,8,1,8,91.21,91,447.2,849,overutilized
1647,GCP,1,1,8,57.52,48,162.6,899,underutilized
1648,AWS,8,2,8,67.39,110,488.2,759,optimal
1649,AWS,2,1,8,43.33,111,202.4,893,underutilized
1650,On-prem,4,2,8,42.07,216,259.6,790,underutilized
1651,AWS,1,1,8,72.3,44,162,820,optimal
1652,AWS,4,1,8,63.04,132,285.4,994,optimal
1653,AWS,2,1,8,97.48,137,203.4,848,overutilized
1654,On-prem,2,1,8,47.19,89,162.2,705,underutilized
1655,AWS,8,2,8,77.14,120,489.2,998,optimal
1656,AWS,1,1,8,88.34,73,163.2,857,overutilized
1657,GCP,8,2,8,80.6,79,485.6,708,overutilized
1658,AWS,64,16,32,74.83,125,3321,1748,overutilized
1659,AWS,2,1,8,90.58,108,203,959,overutilized
1660,AWS,64,16,32,90.71,44,3321.4,1539,overutilized
1661,AWS,8,2,8,91.95,147,485.4,862,overutilized
1662,AWS,4,2,8,69.59,51,324.2,814,optimal
1663,GCP,2,1,8,92.8,67,203.6,842,overutilized
1664,AWS,64,16,32,69.55,75,3337.4,1462,optimal
1665,AWS,4,2,8,42.72,42,325.2,918,underutilized
1666,GCP,1,1,8,92.19,81,162.6,946,overutilized
1667,GCP,4,2,8,87.57,108,324.2,712,overutilized
1668,On-prem,32,16,16,79.51,102,1630,1098,optimal
1669,GCP,32,16,16,75.56,97,2021.8,974,optimal
1670,AWS,32,16,16,41.22,83,2024.2,1037,underutilized
1671,On-prem,8,2,8,49.89,70,387.8,750,underutilized
1672,GCP,8,2,8,95.81,123,484.8,712,overutilized
1673,On-prem,4,1,8,73.47,296,228.2,776,overutilized
1674,AWS,16,4,16,78.65,41,890.6,1096,optimal
1675,AWS,64,16,32,80.71,80,3339.8,1384,overutilized
1676,GCP,16,8,16,50.05,128,1051.6,998,underutilized
1677,AWS,16,8,16,46.19,125,1050.8,784,underutilized
1678,AWS,64,16,32,70.93,43,3330.2,1563,optimal
1679,On-prem,4,1,8,76.55,80,227.8,961,optimal
1680,AWS,1,1,8,75.59,41,163,653,optimal
1681,AWS,64,16,32,54.66,138,3333.6,1486,underutilized
1682,AWS,32,16,16,52.21,66,2021.8,1174,underutilized
1683,AWS,4,1,8,72.18,44,284,867,optimal
1684,On-prem,16,8,16,44.59,101,845.8,963,underutilized
1685,AWS,1,1,8,84.4,134,162.6,915,overutilized
1686,AWS,8,2,8,91.02,40,487.4,938,overutilized
1687,AWS,2,1,8,96.93,81,203.6,682,overutilized
1688,GCP,2,1,8,53.12,105,203.4,792,underutilized
1689,GCP,32,16,16,48.02,47,2025.4,1370,underutilized
1690,GCP,4,2,8,77.34,42,325,695,optimal
1691,GCP,32,16,16,46.94,86,2035.4,1105,underutilized
1692,AWS,32,16,16,58.2,63,2022.2,960,underutilized
1693,On-prem,4,2,8,54.31,290,259.2,707,overutilized
1694,GCP,64,16,32,82.12,133,3342.4,1457,overutilized
1695,GCP,8,1,8,83.97,42,448.4,1013,overutilized
1696,GCP,4,2,8,62.27,84,323.6,828,optimal
1697,GCP,1,1,8,56.96,121,162.8,779,underutilized
1698,GCP,1,1,8,45.98,73,161.8,650,underutilized
1699,On-prem,16,8,16,80.66,60,844,1008,overutilized
1700,AWS,16,4,16,61.6,87,890.8,942,optimal
1701,AWS,2,1,8,87.2,46,202.8,754,overutilized
1702,GCP,1,1,8,68.7,97,162.6,908,optimal
1703,AWS,1,1,8,64.61,114,162.4,673,optimal
1704,GCP,2,1,8,49.23,99,203.4,788,underutilized
1705,AWS,2,1,8,69.87,139,203.8,799,optimal
1706,AWS,16,4,16,67.82,81,891.4,1112,optimal
1707,GCP,16,8,16,46.78,108,1057.2,959,underutilized
1708,GCP,64,16,32,75.18,138,3316.4,1305,optimal
1709,AWS,16,4,16,77.18,121,895,901,optimal
1710,AWS,1,1,8,71.47,95,163.2,901,optimal
1711,On-prem,2,1,8,87.84,206,162.4,773,overutilized
1712,GCP,16,4,16,73.19,42,892.8,919,optimal
1713,AWS,1,1,8,97.54,52,162,718,overutilized
1714,GCP,1,1,8,81.48,56,163.2,830,overutilized
1715,AWS,1,1,8,90.28,133,162.6,906,overutilized
1716,GCP,32,16,16,87.3,129,2032.2,1230,overutilized
1717,GCP,32,16,16,87.4,93,2029.8,1367,overutilized
1718,AWS,4,2,8,88.96,114,325.4,900,overutilized
1719,AWS,4,1,8,64.45,66,285.4,913,optimal
1720,AWS,8,2,8,67.85,109,486.8,868,optimal
1721,AWS,16,4,16,55.39,144,891.2,928,overutilized
1722,AWS,1,1,8,70.93,77,162.8,882,optimal
1723,AWS,1,1,8,81.96,78,162.8,747,overutilized
1724,GCP,32,16,16,97.01,40,2028.4,982,overutilized
1725,AWS,64,16,32,57.47,102,3323.8,1521,underutilized
1726,GCP,64,16,32,89.42,146,3335.6,1436,overutilized
1727,GCP,64,16,32,58.21,45,3334.6,1704,overutilized
1728,AWS,4,1,8,88.13,68,284.2,777,overutilized
1729,On-prem,16,4,16,48.43,251,711.8,779,underutilized
1730,On-prem,64,16,32,66.05,55,2657.4,1663,optimal
1731,GCP,8,1,8,75.23,49,446.2,971,optimal
1732,On-prem,1,1,8,92.83,243,130.4,641,overutilized
1733,On-prem,8,1,8,68.19,300,358.6,1022,overutilized
1734,AWS,64,16,32,84.1,44,3313.2,1674,overutilized
1735,AWS,4,1,8,60.19,110,283.6,898,optimal
1736,AWS,16,4,16,75.51,87,893.8,857,optimal
1737,AWS,16,4,16,82.6,139,893,789,overutilized
1738,AWS,4,2,8,95.66,136,326.4,891,overutilized
1739,GCP,64,16,32,88.8,121,3345.4,1260,overutilized
1740,AWS,1,1,8,78.06,125,162.8,869,optimal
1741,AWS,16,4,16,91.71,43,894.8,1061,overutilized
1742,GCP,1,1,8,52.2,114,163,771,underutilized
1743,AWS,8,2,8,52.79,108,486,912,underutilized
1744,GCP,32,16,16,57.91,44,2027.2,1253,underutilized
1745,AWS,2,1,8,93.4,93,202.6,727,overutilized
1746,AWS,16,4,16,73.74,118,893.6,1035,optimal
1747,On-prem,32,16,16,88.3,229,1630.4,1259,overutilized
1748,AWS,8,2,8,50.45,90,487.8,717,underutilized
1749,AWS,8,2,8,93.6,137,487.2,834,overutilized
1750,AWS,64,16,32,49.79,125,3336.4,1747,overutilized
1751,GCP,64,16,32,61.29,48,3326,1281,optimal
1752,GCP,4,1,8,78.16,125,282.8,766,optimal
1753,On-prem,64,16,32,61.77,110,2676.2,1795,overutilized
1754,GCP,8,1,8,50.77,80,445.2,885,underutilized
1755,GCP,2,1,8,65.99,122,203.4,925,optimal
1756,AWS,16,4,16,62.36,87,892.6,1080,optimal
1757,On-prem,64,16,32,81.03,178,2671.4,1399,overutilized
1758,AWS,4,1,8,74.05,97,283.2,883,optimal
1759,GCP,1,1,8,72.46,135,162,886,optimal
1760,GCP,32,16,16,84.13,71,2037.2,1216,overutilized
1761,AWS,2,1,8,47.11,57,202.4,736,underutilized
1762,On-prem,16,8,16,90.96,291,840.4,1083,overutilized
1763,AWS,1,1,8,82.62,88,162.4,651,overutilized
1764,AWS,2,1,8,61.03,133,203,887,optimal
1765,AWS,8,2,8,59.42,141,485.8,740,overutilized
1766,On-prem,1,1,8,66.08,149,129.4,921,optimal
1767,AWS,2,1,8,95.87,149,202.4,848,overutilized
1768,AWS,2,1,8,75.93,121,203.6,692,optimal
1769,AWS,32,16,16,56.27,93,2022.6,1011,underutilized
1770,AWS,64,16,32,90.13,54,3337.2,1780,overutilized
1771,AWS,4,2,8,50.88,140,323.6,757,underutilized
1772,AWS,4,1,8,57.75,117,283.8,922,underutilized
1773,GCP,32,16,16,88.78,136,2029.8,1218,overutilized
1774,AWS,32,16,16,56.68,82,2032,1155,underutilized
1775,On-prem,8,1,8,79.45,284,357.2,709,overutilized
1776,AWS,64,16,32,74.48,124,3321.8,1640,optimal
1777,AWS,4,1,8,92.37,96,283.4,854,overutilized
1778,AWS,1,1,8,90.56,42,163.2,727,overutilized
1779,GCP,64,16,32,49.37,61,3318.4,1429,underutilized
1780,AWS,64,16,32,57.08,130,3317.8,1615,underutilized
1781,AWS,32,16,16,47.63,117,2032.2,1006,underutilized
1782,GCP,8,1,8,68.9,100,446.8,714,optimal
1783,GCP,8,2,8,93.87,148,487.4,735,overutilized
1784,AWS,64,16,32,50.88,80,3321.2,1697,underutilized
1785,AWS,16,4,16,82.54,47,892,789,overutilized
1786,On-prem,64,16,32,90.4,70,2663.8,1564,overutilized
1787,On-prem,16,4,16,90.18,205,712.4,839,overutilized
1788,AWS,2,1,8,97.04,135,203.2,747,overutilized
1789,GCP,16,4,16,51.07,51,896,934,underutilized
1790,On-prem,4,2,8,70.68,242,259.2,852,optimal
1791,AWS,8,1,8,48.05,142,446.8,893,overutilized
1792,AWS,32,16,16,64.95,108,2037,1215,optimal
1793,GCP,32,16,16,92.51,40,2037.2,1305,overutilized
1794,AWS,16,4,16,87.66,40,891.6,934,overutilized
1795,GCP,64,16,32,94.39,132,3345,1632,overutilized
1796,AWS,16,8,16,93.99,102,1054,1053,overutilized
1797,On-prem,16,8,16,50.51,215,842,785,underutilized
1798,AWS,16,8,16,96.07,86,1060.2,814,overutilized
1799,On-prem,4,1,8,74.59,71,228.4,853,optimal
1800,AWS,16,8,16,70.74,125,1056.2,845,optimal
1801,AWS,8,1,8,49.81,99,447,889,underutilized
1802,AWS,4,1,8,40.75,123,284.2,939,underutilized
1803,On-prem,2,1,8,83.54,62,161.8,949,overutilized
1804,GCP,16,8,16,87.01,98,1057.2,1070,overutilized
1805,AWS,1,1,8,75.78,63,162.2,900,optimal
1806,AWS,16,8,16,69.52,114,1057.6,814,optimal
1807,AWS,2,1,8,71.03,96,202.6,761,optimal
1808,AWS,16,4,16,57.76,51,892.2,997,underutilized
1809,AWS,2,1,8,65.05,127,203.4,918,optimal
1810,AWS,1,1,8,67.87,135,162.8,660,optimal
1811,AWS,8,2,8,84.67,115,486,1042,overutilized
1812,AWS,64,16,32,76.88,95,3327.8,1759,overutilized
1813,On-prem,2,1,8,64.26,291,162.2,859,overutilized
1814,On-prem,1,1,8,94.2,105,130,698,overutilized
1815,GCP,8,1,8,52.07,42,445.2,979,underutilized
1816,AWS,64,16,32,48.78,110,3344,1458,underutilized
1817,AWS,8,2,8,70.2,125,487.8,825,optimal
1818,On-prem,16,8,16,87.83,135,842.8,935,overutilized
1819,AWS,16,8,16,91.63,94,1050.8,879,overutilized
1820,AWS,64,16,32,72.12,112,3321,1663,optimal
1821,AWS,64,16,32,54.57,129,3324.6,1299,underutilized
1822,AWS,32,16,16,60.25,116,2035.2,1130,optimal
1823,AWS,1,1,8,93.02,89,161.8,936,overutilized
1824,AWS,16,8,16,86.67,73,1056.4,936,overutilized
1825,On-prem,8,1,8,76.33,87,355.8,1013,optimal
1826,AWS,16,4,16,42.38,68,893.8,775,underutilized
1827,AWS,64,16,32,60.21,147,3334.4,1261,overutilized
1828,AWS,4,1,8,48.01,51,283.2,998,underutilized
1829,GCP,4,2,8,57.75,86,324.2,683,underutilized
1830,GCP,1,1,8,89.65,101,162.2,680,overutilized
1831,AWS,64,16,32,92.58,83,3325,1676,overutilized
1832,On-prem,64,16,32,78.93,297,2671.4,1721,overutilized
1833,AWS,64,16,32,65.75,130,3343.8,1330,optimal
1834,AWS,64,16,32,70.13,132,3317.4,1795,overutilized
1835,GCP,16,8,16,81.59,71,1057.2,829,overutilized
1836,AWS,1,1,8,59.4,140,163,751,underutilized
1837,GCP,32,16,16,85.02,134,2027.6,941,overutilized
1838,GCP,2,1,8,61.74,81,202.6,711,optimal
1839,AWS,2,1,8,51.37,112,203,741,underutilized
1840,On-prem,2,1,8,55.85,111,162.4,936,underutilized
1841,GCP,16,8,16,77.01,93,1057,865,optimal
1842,GCP,1,1,8,48.12,141,162.2,642,overutilized
1843,GCP,64,16,32,85.51,47,3330,1514,overutilized
1844,On-prem,64,16,32,70.35,291,2665.2,1241,overutilized
1845,AWS,1,1,8,66.58,84,161.8,775,optimal
1846,On-prem,64,16,32,78.28,242,2666.2,1545,optimal
1847,On-prem,16,8,16,94.58,91,846.8,978,overutilized
1848,GCP,16,4,16,64.73,132,892,915,optimal
1849,On-prem,16,4,16,68.16,88,717.4,922,optimal
1850,GCP,32,16,16,48.16,79,2025.4,1202,underutilized
1851,AWS,1,1,8,83.72,96,162.8,736,overutilized
1852,GCP,1,1,8,93.63,106,161.8,894,overutilized
1853,AWS,32,16,16,85.18,120,2027.6,1203,overutilized
1854,GCP,8,2,8,70.71,105,489.4,841,optimal
1855,On-prem,1,1,8,81.33,162,130.4,801,overutilized
1856,On-prem,1,1,8,42.17,299,129.8,899,overutilized
1857,AWS,4,2,8,50.53,136,325,684,underutilized
1858,AWS,2,1,8,89.01,125,203.2,808,overutilized
1859,On-prem,32,16,16,96.29,78,1624.6,1228,overutilized
1860,GCP,2,1,8,53.17,98,203.4,658,underutilized
1861,AWS,32,16,16,46.51,77,2032.8,1096,underutilized
1862,GCP,8,1,8,49.45,106,446,710,underutilized
1863,AWS,8,1,8,55.55,72,447.4,806,underutilized
1864,AWS,1,1,8,50.98,124,162.2,827,underutilized
1865,AWS,8,2,8,59.04,41,488.2,787,underutilized
1866,GCP,32,16,16,88.79,74,2020.6,1292,overutilized
1867,AWS,32,16,16,80.36,49,2021,969,overutilized
1868,AWS,1,1,8,82.01,114,162,782,overutilized
1869,On-prem,1,1,8,77.1,70,130.2,929,optimal
1870,AWS,32,16,16,40.27,137,2029.4,1188,underutilized
1871,AWS,32,16,16,41.7,136,2020.6,1010,underutilized
1872,On-prem,32,16,16,77.72,105,1631.2,956,optimal
1873,On-prem,1,1,8,78.18,85,130.2,724,optimal
1874,AWS,4,2,8,89.66,96,324.6,767,overutilized
1875,On-prem,64,16,32,80.26,213,2662,1295,overutilized
1876,GCP,1,1,8,46.97,124,161.8,652,underutilized
1877,GCP,16,4,16,56.53,143,891.8,1010,overutilized
1878,On-prem,4,2,8,66.78,174,260.4,823,optimal
1879,AWS,64,16,32,94.15,107,3338.2,1251,overutilized
1880,AWS,2,1,8,69.44,102,202.8,812,optimal
1881,AWS,4,2,8,85.24,86,324,704,overutilized
1882,On-prem,64,16,32,90.78,135,2663.6,1595,overutilized
1883,GCP,2,1,8,64.9,139,203.8,783,optimal
1884,AWS,16,4,16,78.83,48,890.4,949,optimal
1885,AWS,4,2,8,79.86,58,324.2,835,optimal
1886,AWS,1,1,8,65.66,113,162.4,852,optimal
1887,AWS,32,16,16,83.87,55,2030.6,1157,overutilized
1888,On-prem,1,1,8,70.85,171,129.4,895,optimal
1889,On-prem,1,1,8,87.12,215,129.8,958,overutilized
1890,GCP,1,1,8,55.77,68,162.6,640,underutilized
1891,AWS,2,1,8,67.35,143,203.6,935,overutilized
1892,AWS,64,16,32,75.8,95,3315.6,1651,optimal
1893,On-prem,64,16,32,40.16,124,2674.6,1723,overutilized
1894,AWS,4,1,8,47.39,139,283.4,779,underutilized
1895,On-prem,1,1,8,79.83,207,130.4,645,optimal
1896,GCP,8,1,8,62.15,82,445,744,optimal
1897,On-prem,4,2,8,90.91,92,259.8,910,overutilized
1898,GCP,16,4,16,73.94,49,895,894,optimal
1899,GCP,4,1,8,66.79,107,284.4,890,optimal
1900,On-prem,32,16,16,81.02,124,1626.2,1256,overutilized
1901,On-prem,1,1,8,62.68,125,130.2,825,optimal
1902,AWS,4,1,8,51.71,56,284.4,684,underutilized
1903,On-prem,8,1,8,84.31,248,358,707,overutilized
1904,AWS,4,1,8,96.23,56,284.4,784,overutilized
1905,AWS,8,2,8,91.41,138,488.2,799,overutilized
1906,AWS,8,1,8,50.2,109,446.6,785,underutilized
1907,GCP,16,8,16,92.97,49,1058.6,1098,overutilized
1908,AWS,2,1,8,44.35,43,203.4,712,underutilized
1909,GCP,8,2,8,45.7,59,487.8,761,underutilized
1910,AWS,8,2,8,51.6,99,485,1044,underutilized
1911,GCP,8,1,8,79.46,84,447.4,879,optimal
1912,On-prem,2,1,8,41.08,146,161.8,745,underutilized
1913,On-prem,2,1,8,73.92,198,163,669,optimal
1914,GCP,1,1,8,64.33,115,162,954,optimal
1915,AWS,64,16,32,75.25,139,3337,1709,overutilized
1916,AWS,8,1,8,56.85,134,447.4,911,underutilized
1917,On-prem,16,8,16,41.91,176,845.4,1149,underutilized
1918,AWS,1,1,8,94.29,71,161.6,650,overutilized
1919,On-prem,2,1,8,46.72,134,162.2,851,underutilized
1920,GCP,64,16,32,48.48,143,3315.4,1347,overutilized
1921,AWS,32,16,16,70.41,129,2035.8,1202,optimal
1922,On-prem,2,1,8,96.79,247,162.8,898,overutilized
1923,GCP,4,1,8,86.68,128,283.2,723,overutilized
1924,GCP,32,16,16,70.14,102,2024.8,1182,optimal
1925,On-prem,2,1,8,93.63,122,161.6,815,overutilized
1926,GCP,1,1,8,76.4,121,163,842,optimal
